Headline,Body ID,Stance
Abdel-Majed Abdel Bary: London Rapper Identified As ISIS Militant Who Beheaded James Foley,591,unrelated
"In Vogue vs Rats War, the Rats Are Winning",891,unrelated
Daash Ebola transferred to Mosul {Google Translate],720,unrelated
"Video showing American journalist beheaded believed real, officials and family say",2386,agree
James Foley remembered as 'brave and tireless' journalist,1854,unrelated
"See How This Homeless Man Spends A Hundred Dollars, And Keep A Tissue Handy [Video]",1395,unrelated
"'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",2296,unrelated
Fence-jumper made it farther in White House than Secret Service let on,1426,unrelated
Pentagon Denies It Killed ISIS Chief As Airstrikes Hit Top Extremists,2360,unrelated
"Report: Stainless steel Apple Watch will be priced $500, gold at $5,000",62,unrelated
CNN Plays Alleged Audiotape of Michael Brown ShootingMilitarization Of Police,2220,discuss
North Korean dictator Kim Jong-Un to open restaurant in Scotland,1222,discuss
Iraqi media: ISIS militants have contracted Ebola,1899,unrelated
Apple Watch mass production kicks off in January: Report,1908,discuss
Cheese addiction breaks Kim Jong-un's ankles,1103,unrelated
Magic mushrooms found at Buckingham Palace,2419,unrelated
Video: Marine survives Taliban sniper headshot thanks to helmet,1120,unrelated
Nigeria says ceasefire agreed with Boko Haram,2356,discuss
Does ISIS Have Ebola? Probably Not! Media Reports It Anyway,917,unrelated
Amazon Reportedly Planning An Ad-Supported Video Service That Will Be Cheaper Than Netflix,2187,unrelated
"Audio captured at time of Michael Brown shooting, company says",844,unrelated
"'Star Wars VII' News, Update: JJ Abrams Pushing for Summer Release?",2434,unrelated
ISLAMIC STATE ‘FED MURDERED MAN TO HIS OWN MOTHER’,2352,unrelated
"Kim Jong-un Broke Both Ankles and Is Hospitalized, Report Claims",1972,discuss
ISIS Extremists Claim to Behead British Hostage David Haines,1360,unrelated
Saudi Arabian cleric issues fatwa against snowmen,35,unrelated
Purported ISIS claim: Jordan airstrike kills female US hostage,2376,discuss
"Tim Cook Reportedly Showers with Apple Watch, Suggesting It’s Waterproof",218,unrelated
"Hostage David Haines' Murder 'Evil', PM Says",331,unrelated
Has Ebola infected Isis militants in Mosul?,2078,unrelated
"SEE IT: ISIS militants caught trying to cross border into Texas, Congressman claims",2093,discuss
Led Zeppelin’s Robert Plant ripped up a $924 million reunion contract,295,agree
ISIL militant 'Jihadi John' named by media,1549,unrelated
Nasa questions whether crater in Nicaragua caused by meteorite,1627,unrelated
"Tour, agent: Tiger Woods not banned",971,unrelated
ISIS Blasts 'Scorpion Bombs' At Civilian Areas In Iraq; Mosul Residents Living In Fear,1338,unrelated
"Despite ceasefire announcement, new Boko Haram attacks reported",206,unrelated
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,2096,discuss
Russian Yeti Or Bigfoot Hoax? New Footage Sparks Debate,964,unrelated
This Selfless Homeless Man Receives $100 & Doesn't Spend A Dime On Himself!,941,unrelated
"Apple Watch Pricing to Reportedly Start at $500 for Stainless Steel, $4,000 for Gold",403,unrelated
Islamic State Declares Captured Aid Worker to be 'Innocent',2254,unrelated
11 aircraft are missing from ‘terrorist-held’ Tripoli airport ahead of 9/11 anniversary,1073,unrelated
ISIS fighters 'have contracted Ebola': World Health Organisation investigating reports militants showed up at Iraqi hospital with lethal disease,1950,unrelated
"Nuts! Indian guru coaxes 400 followers to cut off their testicles, grow closer to God",1950,unrelated
"No, A Spider Did Not Burrow Under A Man's Skin And Live There For Days",2087,unrelated
Sugarhill Gang rapper Big Bank Hank dies at age 57,2080,agree
Russian TV actor wakes up to find his testicles stolen,2360,unrelated
Guantanamo Detainee Exchanged for American POW Attempts a Return to Battle,2159,discuss
Mum Offers to Sell Twin Boy to Save Twin Girl,1574,agree
"Canterbury Christ Church University student Jess Smith, from Chatham, starred as Teletubbies' sun",979,unrelated
"Nigeria, Boko Haram reach ceasefire deal, kidnapped girls to go free, official says",2045,unrelated
Homeless man who received a meal and hotel stay after spending $100 donation on food for friends insists it was NOT a hoax – despite new witness insisting there was no way he could have been secretly filmed,855,unrelated
7 Bosnian teens get pregnant on school trip,1660,unrelated
Vladimir Putin Bird Poop Video is Fake,2463,unrelated
ISIL Beheads American Photojournalist in Iraq,938,unrelated
Bodies In Mexico Mass Grave Apparently Not Those Of Missing Students,1825,unrelated
Indian 'Rapist' Castrated By Angry Mob Who Hack Off Gentials With Meat Cleaver (GRAPHIC PICTURES),2115,agree
Mexico prosecutor: Students not in 1st mass graves,649,unrelated
Iraq Denies Lebanon Captured Abu Bakr al-Baghdadi's Wife and Child,1883,unrelated
"Tropical spider burrows under man's skin, lives there for three days",2042,disagree
Apple Orders More Than 5 Million Watches for Initial Run,344,unrelated
Sadly Vladimir Putin Hasn’t Been Driving Round In A Motorcade Shaped Like A Penis,1549,unrelated
Media outlets identify 'Jihadi John',1424,discuss
ISIS fighters ‘have contracted Ebola’,1289,unrelated
Report: Exec popped for $300k dinner after run at blackjack,570,unrelated
Wife and child of Islamic State leader Baghdadi held in Lebanon,1263,disagree
’6 Days Darkness in December 2014′ 100% Fake; NASA Confirmed 3 Days Total Darkness Hoax as Well,2523,unrelated
ISIS Seemingly Beheaded American Journalist James Wright Foley,56,unrelated
Batmobile Rumored To Have Been Stolen From Batman V. Superman: Dawn Of Justice Set,2090,unrelated
"After Giving A Homeless Man $100, This Guy Secretly Filmed Him...",860,unrelated
Senior Western Intelligence Official Confirms London Rapper Abdel Majed Abdel Bary Is A Suspect In The Foley Killing,1598,discuss
Man chops off his penis after his girlfriend breaks up with him,1171,agree
Nigerians doubtful of girls' release after Boko Haram 'truce' breached,800,unrelated
Pentagon: ISIS seized materials airdropped to Kurds,2397,discuss
Seth Rogen To Play Steve Wozniak In Steve Jobs Biopic,851,discuss
New Audio Reveals Pause in Gunfire When Michael Brown Was Shot: Attorney,1832,unrelated
Kim Jong-un ‘is so fat from eating cheese that he has broken his ankles’,391,unrelated
"Batmobile stolen in Detroit? Good one, joker!",734,unrelated
Nigeria announces truce with Boko Haram; fate of schoolgirls unclear,821,unrelated
Hundreds mourn the 'death' of Fidel Castro after rumours sweep Twitter (but are they confusing him with recently departed Fidel Castro Odinga from Nairobi?),2448,unrelated
James Foley beheading: London rapper turned jihadist believed to be under investigation for murder of journalist in Syria,8,unrelated
Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,726,discuss
"Spider burrowed into appendix scar, crawled through WA man's body",962,unrelated
Experts: More facts needed on purported audio recording of Michael Brown shooting,626,unrelated
Apple Watch launch reportedly planned for February with limited supply,280,unrelated
This Woman Exposed Her Cheating Boyfriend With A Brilliant Christmas Gift,1296,unrelated
"Rajasthan: Man Tries to Rape Teenager, Angry Mob Chops His Penis Off",2115,agree
Ebola Frisco 2014: Patient Shows Virus Symptoms After Apparent Thomas Eric Duncan Contact,1906,unrelated
Kidnapped Nigerian schoolgirls: Government claims ceasefire deal with Boko Haram that will bring missing girls home,2156,unrelated
Unverified video shows beheading of aid worker David Haines,2306,discuss
N Korean leader misses annual ritual; sister ‘takes over duties’,2477,discuss
ISIL Beheads American Photojournalist in Iraq,2403,unrelated
Guantanamo detainee who was swapped in prisoner deal for Bowe Bergdahl 'tried to rejoin 'Al Qaeda',819,unrelated
"It's 'rubbish' that Robert Plant turned down £500m Led Zeppelin reformation offer, says publicist",1492,agree
"Israel opens dams, floods Gaza",993,unrelated
Return of the Mac: Seth Rogen in talks to star as Apple co-founder Steve Wozniak in upcoming Steve Jobs biopic,511,unrelated
ISIS Reportedly Beheads American Photojournalist in Iraq,2453,unrelated
Saddam Hussein’s pilots training Islamic State group,280,discuss
Kim Jong ill? Analysts say 27-year-old sister Kim Yo Jong may be running North Korea (VIDEO),2114,unrelated
American hostage in Yemen freed in military raid-Defence Ministry,826,discuss
A Spider Lived Inside This Tourist’s Body For 3 Days After Burrowing Into His Skin Through A Scar,1888,unrelated
"Woman detained in Lebanon is not Isis leader’s wife, says Iraq",34,unrelated
Canadian-Israeli Woman Says She Hasn’t Been Captured By ISIS,777,unrelated
Islamic State Militants Claim to Have Beheaded US Journalist James Wright Foley,1574,unrelated
ISIS Appears To Behead American Photojournalist In YouTube Video,1261,unrelated
Lawmaker Says ‘At Least 10′ Islamic State Fighters Have Been Captured at the Southern U.S. Border,1931,discuss
Man Known as ‘Jihadi John’ Is Identified as Mohammed Emwazi,1489,discuss
Apple Watch reportedly set to ship in the U.S. by March,808,unrelated
US probing claims ISIS fighters seized airdropped weapons meant for Kurds,2176,unrelated
Magic mushroom found growing at Buckingham Palace,2478,agree
"Hostage David Haines' Murder 'Evil', PM Says",787,unrelated
"Apple Watch Gold Edition may cost as much as $5,000",213,unrelated
Senior Western Intelligence Official Confirms London Rapper Abdel Majed Abdel Bary Is A Suspect In The Foley Killing,2501,unrelated
Michael Phelps' girlfriend was born male but did not tell swimmer about her past,760,unrelated
Rapper identified as James Foley's executioner: reports,760,unrelated
YPG Confirms: Gill Rosenberg Not Captured in Kobani,169,unrelated
This Is Why Rumors That ISIS Is Crossing The Border Into The U.S. Aren’t Going Away,972,unrelated
Boko Haram 'to release abducted schoolgirls' as part of ceasefire agreement,1540,discuss
British rapper a suspect in ISIS beheading,2327,discuss
Dera Sacha Sauda Chief Forced Castration of 400 Devotees? CBI Files Case Against 'MSG: The Messenger of God' Actor,1255,discuss
The Internet Tried To Make Axl Rose Its Latest Death Hoax Victim,1120,unrelated
"Apple Watch pricing: Will you spend $5000 for Gold edition, $500 for stainless steel?",1458,discuss
CNN audio: Is this the moment Michael Brown was shot?,2044,unrelated
First bendgate... now it's HAIRGATE: Angry iPhone 6 owners claim design is causing chunks of their hair to be ripped out when they make a phone call,1923,unrelated
Axl Rose NOT Dead: Fake MSNBC Death Hoax Goes Viral On Facebook,769,unrelated
Seth Rogen to Play Apple’s Steve Wozniak,614,discuss
The Guy Who Said a Spider Burrowed Under His Skin? Experts Say…,1826,unrelated
That's one way to get through security! Frustrated traveller strips completely NAKED at airport to pass through metal detectors,2410,unrelated
Watch: US Marine saved by helmet after being shot by Taliban sniper,305,agree
"Video showing American journalist beheaded believed real, officials and family say",1747,agree
Chugging eggnog at office party lands man in hospital,1325,unrelated
Militant Group Says It Killed American Journalist in Syria,1351,unrelated
"Woman catches husband cheating with her twin, humiliates them",1725,agree
An Audio Recording of the Michael Brown Shooting Has Reportedly Surfaced,1379,discuss
North Korea directive reveals apparent ban on sharing Kim Jong-un’s name,1857,discuss
"Sorry, Fido. Pope Francis did NOT say our pets are going to heaven",1534,unrelated
"Jose Canseco injured in accidental shooting, per reports",480,discuss
Seth Rogen Is Woz,1002,discuss
"In Kim Jong Un's absence, his sister may rule. Or not.",2473,discuss
Return of the Mac: Seth Rogen in talks to star as Apple co-founder Steve Wozniak in upcoming Steve Jobs biopic,1120,unrelated
'The youngest martyr - the cub of al-Baghdadi': ISIS boasts a 10-year-old fighter has been killed as he went into battle with his father in Syria,36,unrelated
"Yemen says U.S. man freed, sister says he’s dead",1988,discuss
"Sorry, Fido. Pope Francis did NOT say our pets are going to heaven",2044,unrelated
"Boko Haram denies cease-fire, leader says he married off kidnapped girls",35,unrelated
Say 'eh-oh!' to the Teletubbies SUN BABY - can you still recognise her after 19 years?,1623,agree
Watch NAKED airport worker walk through scanner in bizarre protest against 'rough' guards,1905,unrelated
"Boko Haram leader denies ceasefire deal, says 200 abducted girls married off ",1541,unrelated
"No, Banksy hasn’t been arrested",1349,unrelated
'The youngest martyr - the cub of al-Baghdadi': ISIS boasts a 10-year-old fighter has been killed as he went into battle with his father in Syria,2196,unrelated
Kim Jong-Un 'bans the name Kim Jong-un',2526,unrelated
James Foley remembered as 'brave and tireless' journalist,2130,unrelated
Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,459,unrelated
ISIS Blasts 'Scorpion Bombs' At Civilian Areas In Iraq; Mosul Residents Living In Fear,1299,unrelated
Texas plumber's truck on front line of Syria war,2379,agree
HORROR: ISIS Fighters Have Reportedly Contracted Ebola,1175,discuss
"No, A Spider Did Not Burrow Under A Man's Skin And Live There For Days",1848,unrelated
Fears Islamic State could launch EBOLA attack on Britain after fighters 'contract virus',75,unrelated
Dog abandoned at Ayr station with belongings in suitcase,650,unrelated
North Korea denies plans to open a restaurant in Scotland,1535,unrelated
BiH: Seven Primary School Students Pregnant After Five-Day Excursion,2170,agree
"Sorry, Everyone: Durex Is Unfortunately Not Making Pumpkin Spice Condoms",993,unrelated
New iOS 8 bug can delete all of your iCloud documents,2296,unrelated
"How did Fake Chinese News Site Dupe Washington Post, Atlantic, BBC?",1987,unrelated
ISIL allegedly kills US journalist in video,1744,discuss
ISIS Video Claims to Show Beheading of British Hostage,1802,unrelated
Man discovers spider living under his skin during Bali vacation,1923,disagree
CNN Plays Alleged Audiotape of Michael Brown ShootingMilitarization Of Police,844,unrelated
"Report: The Apple Watch Will Only Last 2.5 Hours With ""Heavy"" Use",718,unrelated
"Rare meteorite impact causes blast in Nicaragua's capital, Managua",1790,discuss
Man who SLAPS people if they sneeze in public being hunted by police,1375,unrelated
"ISIS: We have our hands on weapons, ammo air-dropped by U.S.",2223,unrelated
ISIS Beheads American Journalist,2130,unrelated
Iraqi media says ISIS militants have contracted Ebola,1311,unrelated
"Evander Kane ""On Way Out"" From Source, Price Is Very High; Who Is In?",22,discuss
"James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]",1905,unrelated
Man Known as ‘Jihadi John’ Is Identified as Mohammed Emwazi,1374,agree
The famous “Dog whisperer” Cesar Millan died of a heart attack this morning.,754,unrelated
North Korea denies reports Kim Jong-un is to open state-backed restaurant in Scotland,2398,unrelated
ISIL allegedly kills US journalist in video,2109,unrelated
Two GOP Congressmen Say Suspected Terrorists Caught Crossing U.S.–Mexico Border,2307,unrelated
Amazon to Open First Brick-and-Mortar Site,986,unrelated
‘Photo of slain IS leader’ reported to be doctored,687,unrelated
Rodney Constantine keeps Facebook promise and turns himself in to police,2022,unrelated
NASA Confirms Earth Will Experience 6 Days of Total Darkness in December 2014!,1598,unrelated
Rumor Fatigue Sets In at False Alarms of Castro’s Death,2506,discuss
ISIS Getting Ebola,2175,unrelated
Cheese blamed for North Korean leader Kim Jong-un's broken ankles,2087,unrelated
Pentagon: ISIS seized materials airdropped to Kurds,1239,unrelated
Holy Theft! Batmobile Stolen from 'Batman v Superman'???,1528,discuss
Lebanon 'holding IS leader's daughter and ex-wife',1263,discuss
Man has his PENIS cut off by angry mob after 'attempted rape' of teenager,1959,agree
Rumor: Apple to hold event this month to unveil Retina MacBook Air & finalize Apple Watch specs,1463,discuss
US Marine survives headshot in Afghanistan,2421,unrelated
Letter From Lego To Parents In The '70s Makes An Important Point About Gender,451,unrelated
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,632,discuss
ISIS fighters ‘have contracted Ebola’,1689,discuss
Man has his PENIS cut off by angry mob after 'attempted rape' of teenager,1291,unrelated
Google Grows With $1.6 Billion in California Office Deals,2177,unrelated
BREAKING NEWS: Gunman 'shot dead' after wounding soldier near Canada parliament,2269,unrelated
Has a woman aborted her baby because it's a boy?,2014,disagree
"Soldier, Gunman Killed In Shooting Incident Near Canadian Parliament",0,unrelated
How Canadian Sergeant-at-Arms Kevin Vickers killed shooter in parliament,2404,unrelated
The pumpkin spice condom is not happening,1985,discuss
Batmobile Rumored To Have Been Stolen From Batman V. Superman: Dawn Of Justice Set,1529,discuss
"Meteorite makes big crater in Nicaragua, government says",40,unrelated
U.S. Hostage Luke Somers Killed During Yemen Rescue Bid: Family,1857,unrelated
"A message from Jim's mom, Diane Foley:",614,unrelated
Al-Shabab leader who ordered Kenya mall massacre believed killed in US drone attack in Somalia,1423,discuss
Video Purports To Show Beheading Of U.S. Journalist By Militants,880,discuss
"Viral Video Of Homeless Man Spending $100 On Food For Other Homeless Was Faked, Witness Says",941,unrelated
ISIS Reportedly Beheads American Photojournalist in Iraq,1658,discuss
"Sadly, Pumpkin Spice Condoms Aren't A Thing After All",1247,agree
Ottawa Shooting: Soldier Shot at Canada's National War Memorial,2314,unrelated
Mexico checks if 43 missing students in mass grave,61,unrelated
Man discovers spider living under his skin during Bali vacation,1888,unrelated
ISIS Seemingly Beheaded American Journalist James Wright Foley,2127,unrelated
Schoolboy almost killed by electric shock claims he now has superpowers like Magneto,26,unrelated
"'A wonderful, wonderful sound': Man breaks down after hearing voicemail from his late wife that was lost for 14 years",2406,unrelated
Is Ebola Virus Spreading Among ISIS Militants? Reports Claim Jihadists Seeking Cure at Mosul Hospital,1355,discuss
US Intel: Taliban Man Released From Gitmo in Bergdahl Deal is Back to Militant Activity,1808,unrelated
Pure Evil: Islamic State Beheads American Journalist James Wright Foley,691,unrelated
Source: Tom Brokaw Wants Brian Williams Fired,2509,unrelated
"Tiger Woods is not on suspension for failing a drug test, his agent and a PGA official say",431,agree
WHO investigates media reports ISIS fighters contracted Ebola,1904,discuss
Ottawa gunman identified as 32-year-old Michael Zehaf-Bibeau,2002,unrelated
Lynch mob chop man's penis off after catching him allegedly trying to rape teenager,859,unrelated
Daash Ebola transferred to Mosul {Google Translate],2075,discuss
Nicaragua Meteorite Impact Theory May Be Meteor-wrong,971,unrelated
"At Elon, ‘first-year’ has not replaced ‘freshman,’ university says",286,unrelated
The Chinese Guide to Avoiding a Bad English Name,2443,unrelated
"James Wright Foley, Kidnapped Journalist, Apparently Executed by ISIS",2404,unrelated
"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",2272,discuss
US officials: Video shows American's execution,11,unrelated
It’s About To Get Harder To Be Arrested For Pot Possession In New York City,1022,unrelated
"Islamist Militants 'Steal' 11 Commercial Planes In Libya, Sparking Terror Attack Fears",2317,unrelated
Two GOP Congressmen Say Suspected Terrorists Caught Crossing U.S.–Mexico Border,2367,discuss
Rumor debunked: RoboCop-style robots are not patrolling Microsoft's campus,1577,unrelated
ISIS Fighters Getting Caught Coming Across the U.S.-Mexican Border?,130,unrelated
CNN Plays Alleged Audiotape of Michael Brown ShootingMilitarization Of Police,40,unrelated
"Video Appears to Show Beheading of Journalist James Foley, Who Went Missing in Syria",2130,unrelated
Matt Taibbi takes a leave of absence from First Look Media,82,unrelated
"Despite ceasefire announcement, new Boko Haram attacks reported",35,unrelated
Watch US Marine get shot in HEAD by Taliban sniper - and live to tell tale,1724,unrelated
Nun gives birth to surprise baby after complaining of stomach pains,1828,discuss
Islamic State claims to have beheaded American journalist,2524,discuss
Canadian-Israeli woman reportedly kidnapped by ISIS: Jerusalem Post,1976,discuss
Brian Williams Demands Apology From Social Media Over Erroneous Urination Reports (Video),527,unrelated
"Batmobile Stolen From ""Batman v Superman: Dawn of Justice"" Set, Zack Snyder Knows Who Did It",1679,unrelated
Now the Vogue Rats Are Chewing Through Couture,2263,agree
WHO says reports of suspected Ebola cases in Iraq are untrue,1899,unrelated
Update: Did Boston.com Make Up This Story About The Web Sheriff Ben Edelman Sending Racist Emails?,727,unrelated
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,1720,unrelated
What Glenn Beck Fears May Be Done With the 11 Missing Jets,2309,unrelated
"Apple Watch to Be Shower-Proof, Have 100,000 Apps at Launch: Reports",88,unrelated
David Haines beheading video confirmed genuine; UK PM Cameron vows to hunt down ISIS 'monsters',68,unrelated
Mum faces real-life Sophie's Choice – as she tries to sell her son to fund daughter's care,1347,unrelated
Nigeria Says Boko Haram Cease-Fire May Lead to Release of Kidnapped Girls,320,unrelated
Man chops off his penis after his girlfriend breaks up with him,1410,agree
"Rumor: Gold Apple Watch Edition priced up to $5,000, steel version at $500, will debut on Feb. 14",431,unrelated
Apple Watch launch reportedly planned for February with limited supply,483,unrelated
The Image That Everyone Is Sharing By 'Banksy' Isn't By Banksy — But It's Awesome,1532,agree
Nicaraguan commission on possible meteorite crash presents rock samples,1744,unrelated
Meteorite leaves crater in Nicaraguan capital Managua,345,unrelated
Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,2314,unrelated
[UPDATED] 11 Men and 0 Women on Tonight's ESPN Domestic Violence Panel,634,unrelated
Jose Canseco shoots self in hand,744,unrelated
ISIS fighters ‘have contracted Ebola’,93,unrelated
Snowmen Declared Anti-Islamic As Snow Falls in Saudi Arabia,599,unrelated
Wife and son of Isil leader Abu Bakr al-Baghdadi 'detained at Lebanon border',205,unrelated
NBC weatherman caught urinating in the woods live on air,800,unrelated
Report of Kim Jong-un’s ankle injury add fuel to rumours about his absence,2153,discuss
Canadian Soldier Shot At Ottawa War Memorial: Report,1089,discuss
An audio recording of the Michael Brown shooting has reportedly surfaced,2118,discuss
"Confusion swirls, details murky in arrest of ISIS leader's 'wife'",1938,unrelated
Amazon to Open First Brick-and-Mortar Site,1948,unrelated
"Islamic State Militants Have Been Flying 3 Captured Warplanes Over Syrian Airport, Witnesses Say",819,unrelated
Hoax Busted: Report on Popular 'Dog Whisperer' Cesar Millan's Death is False,1929,agree
Islamic State claims it executed American photojournalist James Foley,11,unrelated
The Guy Who Said a Spider Burrowed Under His Skin? Experts Say…,1638,discuss
Norfolk Man Pays £300 For His Constipated Goldfish To Have Lifesaving Surgery,2020,unrelated
Robert Plant Literally Ripped Up An $800 Million Contract To Reunite Led Zeppelin,2476,unrelated
"Rumor: Gold Apple Watch Edition priced up to $5,000, steel version at $500, will debut on Feb. 14",2277,discuss
Her Majesty’s magic mushrooms,2478,agree
Video Messaging App Says Audio Recording Of Michael Brown's Shooting Is Authentic,900,unrelated
"So, There Might Be a Rat Infestation at Vogue",2263,discuss
Dog abandoned at Ayr station with belongings in suitcase,1524,unrelated
‘The cub of Baghdadi': ISIS reports its youngest jihadist ‘got martyred’ in battle,300,unrelated
"ISIS Unleash ""Scorpion"" Bombs In Iraq",48,unrelated
Boko Haram denies ceasefire claim by Nigeria's government,2410,unrelated
Amazon plans ad-supported video streaming service - NY post,1971,unrelated
Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,305,unrelated
"U.S. accidentally delivered weapons to the Islamic State by airdrop, militants say",2116,unrelated
Bali spider burrows under Aussie’s chest,1321,disagree
Not coming to a store near you: The pumpkin spice condom,698,unrelated
Former PGA Tour player: Tiger Woods suspended for drug test failure,2367,unrelated
"North Korean leader Kim Jong-un not missing, just having ankle surgery",2327,unrelated
Macaulay Culkin Dead?,1805,discuss
Confusion Surrounds Capture Of “ISIS Leader’s Wife”,365,unrelated
An accidental delivery of arms to the Islamic State and the problem with airdrops,2509,discuss
Hundreds mourn the 'death' of Fidel Castro after rumours sweep Twitter (but are they confusing him with recently departed Fidel Castro Odinga from Nairobi?),816,unrelated
Soldier shot near Canadian parliament building,2347,agree
UPDATE: BATMAN v SUPERMAN Batmobile Reportedly Stolen By (Shocker!) Detroit Locals,942,discuss
Cheese blamed for North Korean leader Kim Jong-un's broken ankles,2417,discuss
"Batmobile stolen in Detroit? Good one, joker!",2519,agree
Obama: murder of James Foley 'shocks the conscience of the entire world',2147,discuss
Teen Makes $72 Million on the Stock Market,1205,unrelated
"L. Jinny? Abdel-Majed Abdel Bary, UK Rapper, Suspected in James Foley Killing: Reports",2156,unrelated
BREAKING NEWS: British-born U.S. photojournalist held hostage by al-Qaeda killed in failed rescue attempt in Yemen,1478,unrelated
CNN Plays Alleged Recording of Michael Brown Shooting,2296,unrelated
Senator: Detainees swapped for Bergdahl have contacted militants,1372,unrelated
Woman Dumped by Boyfriend Spends Entire Week Mourning at KFC,1805,unrelated
God Is A Woman – Resurrected Father Narated,34,unrelated
Apple 'working on 12-inch MacBook Air',45,unrelated
CNN Plays Alleged Audiotape of Michael Brown ShootingMilitarization Of Police,1403,unrelated
ISIS Beheads Kidnapped Photojournalist James Wright Foley in Horrific Video Message to the U.S.,1786,unrelated
Was Alleged Audio of Michael Brown Shooting on CNN a Hoax?,2020,unrelated
More American Weapons for ISIS,2397,discuss
ISIS Getting Ebola,225,unrelated
"Meteorite Strikes Nicaraguan Capital, Creates 16-Foot-Deep Crater",966,agree
North Korea dictator Kim Jong-un undergoes surgery after breaking both ankles on military tour,2153,discuss
Unconfirmed reports saying ISIS UK Hostage David Haines Beheaded,1221,unrelated
British Man Slaps People If They Sneeze In Public,1237,unrelated
ISIS fighters seize weapons airdrop meant for Kurds,2397,discuss
Web of confusion as scientists cast doubt on man's claims that a spider burrowed into his stomach through his SCAR,730,unrelated
Texas Truck Winds Up in Syria With Islamic Militants,2280,discuss
DNA test confirms child is IS head Abu Bakr al-Baghdadi's daughter,2283,agree
"Islamic State Militants Have Been Flying 3 Captured Warplanes Over Syrian Airport, Witnesses Say",1606,discuss
Seth Rogen to Star as Steve Wozniak in Sony's Steve Jobs Biopic [Updated],220,unrelated
India: 400 men cut off their testicles to 'get closer to God' following advice from 'guru',2213,unrelated
Iraqi social-media rumors claim IS leader slain,35,unrelated
Has North Korean dictator Kim Jong-un been replaced by his sister?,2046,unrelated
Second person rushed to hospital with Ebola symptoms after contact with 'patient zero' Thomas Duncan,195,unrelated
The Chinese Guide to Avoiding a Bad English Name,2317,unrelated
"Rajasthan: Man Tries to Rape Teenager, Angry Mob Chops His Penis Off",689,unrelated
"Pizza delivery man gets $2,000 tip",467,unrelated
Abdel Majed Abdel Bary Emerges as Suspect in Foley Beheading,1202,discuss
"US, UK eye rapper as British-born militant who beheaded journalist James Foley",591,unrelated
Seven teenage girls get pregnant on school trip,821,unrelated
"No, that high school kid didn't make $72 million trading stocks",409,unrelated
"Boko Haram claims to have German hostage, denies ceasefire",1586,unrelated
Meet The College Student Who Claims She Was The ‘Teletubbies’ Sun Baby,2081,unrelated
Report: Taliban Detainee Swapped for Bowe Bergdahl Suspected of Trying to Return to Terrorism,1095,unrelated
"That Story About a Catholic Priest Dying, Seeing God as a Woman, and Coming Back to Life? It’s Almost Definitely Fake",169,unrelated
For sale: Tiger's former island in Sweden,2508,unrelated
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,1627,unrelated
Former British Rapper Reportedly Under Investigation for James Foley Beheading,8,unrelated
CNN Expert on Brown Audio: At First I Thought ‘Someone’s Trying to Punk CNN’,2248,unrelated
North Korea directive reveals apparent ban on sharing Kim Jong-un’s name,1648,discuss
Boko Haram 'ceasefire' doubts after attacks reported in Nigeria,1885,agree
"Meet Magneto Boy, the kid who attracts metal with his body",2415,discuss
This Letter To Parents From A 1970s Lego Set Contains An Important Message For Gender Equality,1347,unrelated
James Foley Killer ‘Jihadi John’ Believed to Be Former London Rapper Abdel-Majed Abdel Bary,626,unrelated
ISIL allegedly kills US journalist in video,1358,unrelated
Media Fooled Again? Story Claims 7 of 28 Girls On School Trip Came Home Pregnant,2508,agree
Mexican cartel leader kills self; bodies in grave not missing students,2385,unrelated
‘Wild Misinformation’: Brian Williams Explains the Mike Seidel Liveshot,1854,unrelated
Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials ,2525,unrelated
Conflicting reports on alleged IS capture of Canadian woman,1774,discuss
"Nun gives birth, intends to keep baby",757,unrelated
Expert casts doubt on Bunbury man Dylan Thomas’s burrowing stomach-spider story,2459,unrelated
"After Giving A Homeless Man $100, This Guy Secretly Filmed Him...",1996,agree
Rapper identified as James Foley's executioner: reports,1303,unrelated
Isis claims it has US airdrop of weapons,2295,discuss
Vogue’s Rat Infestation: Disturbing New Details,2031,agree
Cheese blamed for North Korean leader Kim Jong-un's broken ankles,2385,unrelated
Dog found abandoned at Scottish train station with suitcase of belongings,304,unrelated
HORROR: ISIS Fighters Have Reportedly Contracted Ebola,2078,unrelated
Soldier shot near Canadian parliament building,1040,unrelated
"SMALL METEORITE STRIKES NICARAGUA, GOVERNMENT SAYS",10,unrelated
Emotional sergeant-at-arms is greeted back to parliament with a rousing standing ovation a day after he heroically shot dead terrorist - the first time he used weapon in 30 year career,533,agree
